Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
Yes,21,Travel_Rarely,337,Sales,7,Below College,Marketing,1,2742,Medium,Male,31,High,JuniorLevel,Sales Representative,Medium,Single,2679,4567,1,No,13,Excellent,Medium,80,NoStockOption,1,3,Better,1,0,1,0
No,38,Travel_Rarely,1153,R & D,6,College,Other,1,2743,Very High,Female,40,Medium,JuniorLevel,Laboratory Technician,High,Married,3702,16376,1,No,11,Excellent,Medium,80,<100ESOPShares,5,3,Better,5,4,0,4
Yes,22,Travel_Rarely,1294,R & D,8,Below College,Medical,1,2744,High,Female,79,High,JuniorLevel,Laboratory Technician,Low,Married,2398,15999,1,Yes,17,Excellent,High,80,NoStockOption,1,6,Better,1,0,0,0
No,31,Travel_Rarely,196,Sales,29,Master,Marketing,1,2745,Low,Female,91,Medium,MidLevel,Sales Executive,Very High,Married,5468,13402,1,No,14,Excellent,Low,80,100-500ESOPShares,13,3,Better,12,7,5,7
No,51,Travel_Rarely,942,R & D,3,Bachelor,Technical Degree,1,2746,Low,Female,53,High,SeniorLevelL1,Manager,High,Married,13116,22984,2,No,11,Excellent,Very High,80,NoStockOption,15,2,Better,2,2,2,2
No,37,Travel_Rarely,589,Sales,9,College,Marketing,1,2747,Medium,Male,46,Medium,MidLevel,Sales Executive,Medium,Married,4189,8800,1,No,14,Excellent,Low,80,100-500ESOPShares,5,2,Better,5,2,0,3
No,46,Travel_Rarely,734,R & D,2,Master,Medical,1,2748,High,Male,46,High,SeniorLevelL3,Research Director,Very High,Divorced,19328,14218,7,Yes,17,Excellent,High,80,<100ESOPShares,24,3,Better,2,1,2,2
No,36,Travel_Rarely,1383,R & D,10,Bachelor,Life Sciences,1,2749,Very High,Male,90,High,SeniorLevelL1,Healthcare Representative,Low,Married,8321,25949,7,Yes,13,Excellent,Very High,80,<100ESOPShares,15,1,Better,12,8,5,7
Yes,44,Travel_Frequently,429,R & D,1,College,Medical,1,2750,High,Male,99,High,JuniorLevel,Research Scientist,Medium,Divorced,2342,11092,1,Yes,12,Excellent,High,80,>500ESOPShares,6,2,Good,5,3,2,3
No,37,Travel_Rarely,1239,Human Resources,8,College,Other,1,2751,High,Male,89,High,MidLevel,Human Resources,Medium,Divorced,4071,12832,2,No,13,Excellent,High,80,NoStockOption,19,4,Good,10,0,4,7
Yes,35,Travel_Rarely,303,Sales,27,Bachelor,Life Sciences,1,2752,High,Male,84,High,MidLevel,Sales Executive,Very High,Single,5813,13492,1,Yes,18,Excellent,Very High,80,NoStockOption,10,2,Better,10,7,7,7
No,33,Travel_Rarely,867,R & D,8,Master,Life Sciences,1,2753,Very High,Male,90,Very High,JuniorLevel,Research Scientist,Low,Married,3143,6076,6,No,19,Excellent,Medium,80,<100ESOPShares,14,1,Better,10,8,7,6
No,28,Travel_Rarely,1181,R & D,1,Bachelor,Life Sciences,1,2754,High,Male,82,High,JuniorLevel,Research Scientist,Very High,Married,2044,5531,1,No,11,Excellent,High,80,<100ESOPShares,5,6,Best,5,3,0,3
No,39,Travel_Rarely,1253,R & D,10,Below College,Medical,1,2755,High,Male,65,High,SeniorLevelL1,Research Director,High,Single,13464,7914,7,No,21,Outstanding,High,80,NoStockOption,9,3,Better,4,3,2,2
No,46,Non-Travel,849,Sales,26,College,Life Sciences,1,2756,Medium,Male,98,Medium,MidLevel,Sales Executive,Medium,Single,7991,25166,8,No,15,Excellent,High,80,NoStockOption,6,3,Better,2,2,2,2
No,40,Travel_Rarely,616,R & D,2,College,Life Sciences,1,2757,High,Female,99,High,JuniorLevel,Laboratory Technician,Low,Married,3377,25605,4,No,17,Excellent,Very High,80,<100ESOPShares,7,5,Good,4,3,0,2
No,42,Travel_Rarely,1128,R & D,13,Bachelor,Medical,1,2758,Medium,Male,95,Very High,MidLevel,Healthcare Representative,Low,Married,5538,5696,5,No,18,Excellent,High,80,100-500ESOPShares,10,2,Good,0,0,0,0
No,35,Non-Travel,1180,R & D,2,College,Medical,1,2759,Medium,Male,90,High,MidLevel,Manufacturing Director,Very High,Divorced,5762,24442,2,No,14,Excellent,High,80,<100ESOPShares,15,6,Better,7,7,1,7
No,38,Non-Travel,1336,Human Resources,2,Bachelor,Human Resources,1,2760,Low,Male,100,High,JuniorLevel,Human Resources,Medium,Divorced,2592,7129,5,No,13,Excellent,Very High,80,>500ESOPShares,13,3,Better,11,10,3,8
Yes,34,Travel_Frequently,234,R & D,9,Master,Life Sciences,1,2761,Very High,Male,93,High,MidLevel,Laboratory Technician,Low,Married,5346,6208,4,No,17,Excellent,High,80,<100ESOPShares,11,3,Good,7,1,0,7
Yes,37,Travel_Rarely,370,R & D,10,Master,Medical,1,2762,Very High,Male,58,High,MidLevel,Manufacturing Director,Low,Single,4213,4992,1,No,15,Excellent,Medium,80,NoStockOption,10,4,Bad,10,3,0,8
No,39,Travel_Frequently,766,Sales,20,Bachelor,Life Sciences,1,2763,High,Male,83,High,MidLevel,Sales Executive,Very High,Divorced,4127,19188,2,No,18,Excellent,Very High,80,<100ESOPShares,7,6,Better,2,1,2,2
No,43,Non-Travel,343,R & D,9,Bachelor,Life Sciences,1,2764,Low,Male,52,High,JuniorLevel,Research Scientist,High,Single,2438,24978,4,No,13,Excellent,High,80,NoStockOption,7,2,Good,3,2,1,2
No,41,Travel_Rarely,447,R & D,5,Bachelor,Life Sciences,1,2765,Medium,Male,85,Very High,MidLevel,Healthcare Representative,Medium,Single,6870,15530,3,No,12,Excellent,Low,80,NoStockOption,11,3,Bad,3,2,1,2
No,41,Travel_Rarely,796,Sales,4,Below College,Marketing,1,2766,High,Female,81,High,SeniorLevelL1,Sales Executive,High,Divorced,10447,26458,0,Yes,13,Excellent,Very High,80,<100ESOPShares,23,3,Best,22,14,13,5
No,30,Travel_Rarely,1092,R & D,10,Bachelor,Medical,1,2767,Low,Female,64,High,SeniorLevelL1,Manufacturing Director,High,Single,9667,2739,9,No,14,Excellent,Medium,80,NoStockOption,9,3,Better,7,7,0,2
Yes,26,Travel_Rarely,920,Human Resources,20,College,Medical,1,2768,Very High,Female,69,High,JuniorLevel,Human Resources,Medium,Married,2148,6889,0,Yes,11,Excellent,High,80,NoStockOption,6,3,Better,5,1,1,4
Yes,46,Travel_Rarely,261,R & D,21,College,Medical,1,2769,Very High,Female,66,High,MidLevel,Healthcare Representative,Medium,Married,8926,10842,4,No,22,Outstanding,Very High,80,<100ESOPShares,13,2,Best,9,7,3,7
No,40,Travel_Rarely,1194,R & D,1,Bachelor,Life Sciences,1,2770,High,Female,52,High,MidLevel,Healthcare Representative,Very High,Divorced,6513,9060,4,No,17,Excellent,Very High,80,<100ESOPShares,12,3,Better,5,3,0,3
No,34,Travel_Rarely,810,Sales,8,College,Technical Degree,1,2771,Medium,Male,92,Very High,MidLevel,Sales Executive,High,Married,6799,22128,1,No,21,Outstanding,High,80,100-500ESOPShares,10,5,Better,10,8,4,8
No,58,Non-Travel,350,Sales,2,Bachelor,Medical,1,2772,Medium,Male,52,High,SeniorLevelL2,Manager,Medium,Divorced,16291,22577,4,No,22,Outstanding,Very High,80,<100ESOPShares,37,0,Good,16,9,14,14
No,35,Travel_Rarely,185,R & D,23,Master,Medical,1,2773,Medium,Male,91,Low,JuniorLevel,Laboratory Technician,High,Married,2705,9696,0,No,16,Excellent,Medium,80,<100ESOPShares,6,2,Best,5,4,0,3
No,47,Travel_Rarely,1001,R & D,4,Bachelor,Life Sciences,1,2774,High,Female,92,Medium,SeniorLevelL1,Manufacturing Director,Medium,Divorced,10333,19271,8,Yes,12,Excellent,High,80,<100ESOPShares,28,4,Better,22,11,14,10
No,40,Travel_Rarely,750,R & D,12,Bachelor,Life Sciences,1,2775,Medium,Female,47,High,MidLevel,Healthcare Representative,Low,Divorced,4448,10748,2,No,12,Excellent,Medium,80,<100ESOPShares,15,3,Better,7,4,7,7
No,54,Travel_Rarely,431,R & D,7,Master,Medical,1,2776,Very High,Female,68,High,MidLevel,Research Scientist,Very High,Married,6854,15696,4,No,15,Excellent,Medium,80,<100ESOPShares,14,2,Good,7,1,1,7
No,31,Travel_Frequently,1125,Sales,7,Master,Marketing,1,2777,Low,Female,68,High,SeniorLevelL1,Sales Executive,Low,Married,9637,8277,2,No,14,Excellent,Very High,80,100-500ESOPShares,9,3,Better,3,2,2,2
No,28,Travel_Rarely,1217,R & D,1,Bachelor,Medical,1,2778,High,Female,67,High,JuniorLevel,Research Scientist,Low,Married,3591,12719,1,No,25,Outstanding,High,80,<100ESOPShares,3,3,Better,3,2,1,2
No,38,Travel_Rarely,723,Sales,2,Master,Marketing,1,2779,Medium,Female,77,Low,MidLevel,Sales Representative,Very High,Married,5405,4244,2,Yes,20,Outstanding,Low,80,100-500ESOPShares,20,4,Good,4,2,0,3
No,26,Travel_Rarely,572,Sales,10,Bachelor,Medical,1,2780,High,Male,46,High,MidLevel,Sales Executive,Very High,Single,4684,9125,1,No,13,Excellent,Low,80,NoStockOption,5,4,Better,5,3,1,2
No,58,Travel_Frequently,1216,R & D,15,Master,Life Sciences,1,2781,Low,Male,87,High,SeniorLevelL2,Research Director,High,Married,15787,21624,2,Yes,14,Excellent,Medium,80,NoStockOption,23,3,Better,2,2,2,2
No,18,Non-Travel,1431,R & D,14,Bachelor,Medical,1,2782,Medium,Female,33,High,JuniorLevel,Research Scientist,High,Single,1514,8018,1,No,16,Excellent,High,80,NoStockOption,0,4,Bad,0,0,0,0
Yes,31,Travel_Rarely,359,Human Resources,18,Doctor,Human Resources,1,2783,Very High,Male,89,Very High,JuniorLevel,Human Resources,Low,Married,2956,21495,0,No,17,Excellent,High,80,NoStockOption,2,4,Better,1,0,0,0
Yes,29,Travel_Rarely,350,Human Resources,13,Bachelor,Human Resources,1,2784,Low,Male,56,Medium,JuniorLevel,Human Resources,Low,Divorced,2335,3157,4,Yes,15,Excellent,Very High,80,>500ESOPShares,4,3,Better,2,2,2,0
No,45,Non-Travel,589,Sales,2,Master,Life Sciences,1,2785,High,Female,67,High,MidLevel,Sales Executive,High,Married,5154,19665,4,No,22,Outstanding,Medium,80,100-500ESOPShares,10,3,Best,8,7,5,7
No,36,Travel_Rarely,430,R & D,2,Master,Other,1,2786,Very High,Female,73,High,MidLevel,Research Scientist,Medium,Married,6962,19573,4,Yes,22,Outstanding,Very High,80,<100ESOPShares,15,2,Better,1,0,0,0
No,43,Travel_Frequently,1422,Sales,2,Master,Life Sciences,1,2787,Low,Male,92,High,MidLevel,Sales Executive,Very High,Married,5675,19246,1,No,20,Outstanding,High,80,<100ESOPShares,7,5,Better,7,7,7,7
No,27,Travel_Frequently,1297,R & D,5,College,Life Sciences,1,2788,Very High,Female,53,High,JuniorLevel,Laboratory Technician,Very High,Single,2379,19826,0,Yes,14,Excellent,High,80,NoStockOption,6,3,Good,5,4,0,2
No,29,Travel_Frequently,574,R & D,20,Below College,Medical,1,2789,Very High,Male,40,High,JuniorLevel,Laboratory Technician,Very High,Married,3812,7003,1,No,13,Excellent,Medium,80,NoStockOption,11,3,Best,11,8,3,10
No,32,Travel_Frequently,1318,Sales,10,Master,Marketing,1,2790,Very High,Male,79,High,MidLevel,Sales Executive,Very High,Single,4648,26075,8,No,13,Excellent,High,80,NoStockOption,4,2,Best,0,0,0,0
No,42,Non-Travel,355,R & D,10,Master,Technical Degree,1,2791,High,Male,38,High,JuniorLevel,Research Scientist,High,Married,2936,6161,3,No,22,Outstanding,Medium,80,100-500ESOPShares,10,1,Good,6,3,3,3
No,47,Travel_Rarely,207,R & D,9,Master,Life Sciences,1,2792,Medium,Female,64,High,JuniorLevel,Laboratory Technician,High,Single,2105,5411,4,No,12,Excellent,High,80,NoStockOption,7,2,Better,2,2,2,0
No,46,Travel_Rarely,706,R & D,2,College,Life Sciences,1,2793,Very High,Male,82,High,SeniorLevelL1,Manufacturing Director,Very High,Divorced,8578,19989,3,No,14,Excellent,High,80,<100ESOPShares,12,4,Good,9,8,4,7
No,28,Non-Travel,280,Human Resources,1,College,Life Sciences,1,2794,High,Male,43,High,JuniorLevel,Human Resources,Very High,Divorced,2706,10494,1,No,15,Excellent,Medium,80,<100ESOPShares,3,2,Better,3,2,2,2
No,29,Travel_Rarely,726,R & D,29,Below College,Life Sciences,1,2795,Very High,Male,93,Low,MidLevel,Healthcare Representative,High,Divorced,6384,21143,8,No,17,Excellent,Very High,80,100-500ESOPShares,11,3,Better,7,0,1,6
No,42,Travel_Rarely,1142,R & D,8,Bachelor,Life Sciences,1,2796,Very High,Male,81,High,JuniorLevel,Laboratory Technician,High,Single,3968,13624,4,No,13,Excellent,Very High,80,NoStockOption,8,3,Better,0,0,0,0
Yes,32,Travel_Rarely,414,Sales,2,Master,Marketing,1,2797,High,Male,82,Medium,MidLevel,Sales Executive,Medium,Single,9907,26186,7,Yes,12,Excellent,High,80,NoStockOption,7,3,Good,2,2,2,2
No,46,Travel_Rarely,1319,Sales,3,Bachelor,Technical Degree,1,2798,Low,Female,45,Very High,SeniorLevelL2,Sales Executive,Low,Divorced,13225,7739,2,No,12,Excellent,Very High,80,<100ESOPShares,25,5,Better,19,17,2,8
No,27,Travel_Rarely,728,Sales,23,Below College,Medical,1,2799,Medium,Female,36,Medium,MidLevel,Sales Representative,High,Married,3540,7018,1,No,21,Outstanding,Very High,80,<100ESOPShares,9,5,Better,9,8,5,8
No,29,Travel_Rarely,352,Human Resources,6,Below College,Medical,1,2800,Very High,Male,87,Medium,JuniorLevel,Human Resources,Medium,Married,2804,15434,1,No,11,Excellent,Very High,80,NoStockOption,1,3,Better,1,0,0,0
No,43,Travel_Rarely,823,R & D,6,Bachelor,Medical,1,2801,Low,Female,81,Medium,SeniorLevelL3,Manager,High,Married,19392,22539,7,No,13,Excellent,Very High,80,NoStockOption,21,2,Better,16,12,6,14
No,48,Travel_Rarely,1224,R & D,10,Bachelor,Life Sciences,1,2802,Very High,Male,91,Medium,SeniorLevelL3,Research Director,Medium,Married,19665,13583,4,No,12,Excellent,Very High,80,NoStockOption,29,3,Better,22,10,12,9
Yes,29,Travel_Frequently,459,R & D,24,College,Life Sciences,1,2803,Very High,Male,73,Medium,JuniorLevel,Research Scientist,Very High,Single,2439,14753,1,Yes,24,Outstanding,Medium,80,NoStockOption,1,3,Good,1,0,1,0
Yes,46,Travel_Rarely,1254,Sales,10,Bachelor,Life Sciences,1,2804,High,Female,64,High,SeniorLevelL1,Sales Executive,Medium,Married,7314,14011,5,No,21,Outstanding,High,80,>500ESOPShares,14,2,Better,8,7,0,7
No,27,Travel_Frequently,1131,R & D,15,Bachelor,Life Sciences,1,2805,Very High,Female,77,Medium,JuniorLevel,Research Scientist,Low,Married,4774,23844,0,No,19,Excellent,Very High,80,<100ESOPShares,8,2,Good,7,6,7,3
No,39,Travel_Rarely,835,R & D,19,Master,Other,1,2806,Very High,Male,41,High,MidLevel,Research Scientist,Very High,Divorced,3902,5141,8,No,14,Excellent,Medium,80,>500ESOPShares,7,2,Better,2,2,2,2
No,55,Travel_Rarely,836,R & D,2,Master,Technical Degree,1,2807,Medium,Male,98,Medium,JuniorLevel,Research Scientist,Very High,Married,2662,7975,8,No,20,Outstanding,Medium,80,<100ESOPShares,19,2,Best,5,2,0,4
No,28,Travel_Rarely,1172,Sales,3,Bachelor,Medical,1,2808,Medium,Female,78,High,JuniorLevel,Sales Representative,Medium,Married,2856,3692,1,No,19,Excellent,Very High,80,<100ESOPShares,1,3,Better,1,0,0,0
Yes,30,Travel_Rarely,945,Sales,9,Bachelor,Medical,1,2809,Medium,Male,89,High,JuniorLevel,Sales Representative,Very High,Single,1081,16019,1,No,13,Excellent,High,80,NoStockOption,1,3,Good,1,0,0,0
Yes,22,Travel_Rarely,391,R & D,7,Below College,Life Sciences,1,2810,Very High,Male,75,High,JuniorLevel,Research Scientist,Medium,Single,2472,26092,1,Yes,23,Outstanding,Low,80,NoStockOption,1,2,Better,1,0,0,0
No,36,Travel_Rarely,1266,Sales,10,Master,Technical Degree,1,2811,Medium,Female,63,Medium,MidLevel,Sales Executive,High,Married,5673,6060,1,Yes,13,Excellent,Low,80,<100ESOPShares,10,4,Better,10,9,1,7
No,31,Travel_Rarely,311,R & D,20,Bachelor,Life Sciences,1,2812,Medium,Male,89,High,MidLevel,Laboratory Technician,High,Divorced,4197,18624,1,No,11,Excellent,Low,80,<100ESOPShares,10,2,Better,10,8,0,2
No,34,Travel_Rarely,1480,Sales,4,Bachelor,Life Sciences,1,2813,High,Male,64,High,SeniorLevelL1,Sales Executive,Very High,Married,9713,24444,2,Yes,13,Excellent,Very High,80,>500ESOPShares,9,3,Better,5,3,1,0
No,29,Travel_Rarely,592,R & D,7,Bachelor,Life Sciences,1,2814,Very High,Male,59,High,JuniorLevel,Laboratory Technician,Low,Single,2062,19384,3,No,14,Excellent,Medium,80,NoStockOption,11,2,Better,3,2,1,2
No,37,Travel_Rarely,783,R & D,7,Master,Medical,1,2815,Very High,Male,78,High,MidLevel,Research Scientist,Low,Married,4284,13588,5,Yes,22,Outstanding,High,80,<100ESOPShares,16,2,Better,5,3,0,4
No,35,Travel_Rarely,219,R & D,16,College,Other,1,2816,Very High,Female,44,Medium,MidLevel,Manufacturing Director,Medium,Married,4788,25388,0,Yes,11,Excellent,Very High,80,NoStockOption,4,2,Better,3,2,0,2
No,45,Travel_Rarely,556,R & D,25,College,Life Sciences,1,2817,Medium,Female,93,Medium,MidLevel,Manufacturing Director,Very High,Married,5906,23888,0,No,13,Excellent,Very High,80,100-500ESOPShares,10,2,Good,9,8,3,8
No,36,Travel_Frequently,1213,Human Resources,2,Below College,Human Resources,1,2818,Medium,Male,94,Medium,MidLevel,Human Resources,Very High,Single,3886,4223,1,No,21,Outstanding,Very High,80,NoStockOption,10,2,Good,10,1,0,8
No,40,Travel_Rarely,1137,R & D,1,Master,Life Sciences,1,2819,Low,Male,98,High,SeniorLevelL2,Manager,Low,Divorced,16823,18991,2,No,11,Excellent,Low,80,<100ESOPShares,22,3,Better,19,7,11,16
No,26,Travel_Rarely,482,R & D,1,College,Life Sciences,1,2820,Medium,Female,90,Medium,JuniorLevel,Research Scientist,High,Married,2933,14908,1,Yes,13,Excellent,High,80,<100ESOPShares,1,3,Good,1,0,1,0
No,27,Travel_Rarely,511,Sales,2,College,Medical,1,2821,Low,Female,89,Very High,MidLevel,Sales Executive,High,Single,6500,26997,0,No,14,Excellent,Medium,80,NoStockOption,9,5,Good,8,7,0,7
No,48,Travel_Frequently,117,R & D,22,Bachelor,Medical,1,2822,Very High,Female,58,High,SeniorLevelL2,Manager,Very High,Divorced,17174,2437,3,No,11,Excellent,Medium,80,<100ESOPShares,24,3,Better,22,17,4,7
No,44,Travel_Rarely,170,R & D,1,Master,Life Sciences,1,2823,Medium,Male,78,Very High,MidLevel,Healthcare Representative,Low,Married,5033,9364,2,No,15,Excellent,Very High,80,<100ESOPShares,10,5,Better,2,0,2,2
Yes,34,Non-Travel,967,R & D,16,Master,Technical Degree,1,2824,Very High,Male,85,Low,JuniorLevel,Research Scientist,Low,Married,2307,14460,1,Yes,23,Outstanding,Medium,80,<100ESOPShares,5,2,Better,5,2,3,0
Yes,56,Travel_Rarely,1162,R & D,24,College,Life Sciences,1,2825,Low,Male,97,High,JuniorLevel,Laboratory Technician,Very High,Single,2587,10261,1,No,16,Excellent,Very High,80,NoStockOption,5,3,Better,4,2,1,0
No,36,Travel_Rarely,335,Sales,17,College,Marketing,1,2826,High,Male,33,Medium,MidLevel,Sales Executive,Medium,Married,5507,16822,2,No,16,Excellent,High,80,100-500ESOPShares,12,1,Bad,4,2,1,3
No,41,Travel_Rarely,337,Sales,8,Bachelor,Marketing,1,2827,High,Female,54,High,MidLevel,Sales Executive,Medium,Married,4393,26841,5,No,21,Outstanding,High,80,<100ESOPShares,14,3,Better,5,4,1,4
No,42,Travel_Rarely,1396,R & D,6,Bachelor,Medical,1,2828,High,Male,83,High,SeniorLevelL1,Research Director,Low,Married,13348,14842,9,No,13,Excellent,Medium,80,<100ESOPShares,18,3,Best,13,7,5,7
No,31,Travel_Rarely,1079,Sales,10,College,Medical,1,2829,High,Female,86,High,MidLevel,Sales Executive,Very High,Divorced,6583,20115,2,Yes,11,Excellent,Very High,80,<100ESOPShares,8,2,Better,5,2,1,4
No,34,Travel_Rarely,735,Sales,3,Below College,Medical,1,2830,Very High,Female,75,Medium,MidLevel,Sales Executive,Very High,Married,8103,16495,3,Yes,12,Excellent,High,80,NoStockOption,9,3,Good,4,2,0,1
No,31,Travel_Rarely,471,R & D,4,Bachelor,Medical,1,2831,Low,Female,62,Very High,JuniorLevel,Laboratory Technician,High,Divorced,3978,16031,8,No,12,Excellent,Medium,80,<100ESOPShares,4,0,Good,2,2,2,2
No,26,Travel_Frequently,1096,R & D,6,Bachelor,Other,1,2832,High,Male,61,Very High,JuniorLevel,Laboratory Technician,Very High,Married,2544,7102,0,No,18,Excellent,Low,80,<100ESOPShares,8,3,Better,7,7,7,7
No,45,Travel_Frequently,1297,R & D,1,Master,Medical,1,2833,Medium,Male,44,High,MidLevel,Healthcare Representative,High,Single,5399,14511,4,No,12,Excellent,High,80,NoStockOption,12,3,Better,4,2,0,3
No,33,Travel_Rarely,217,Sales,10,Master,Marketing,1,2834,Medium,Male,43,High,MidLevel,Sales Executive,High,Single,5487,10410,1,No,14,Excellent,Medium,80,NoStockOption,10,2,Good,10,4,0,9
No,28,Travel_Frequently,783,Sales,1,College,Life Sciences,1,2835,High,Male,42,Medium,MidLevel,Sales Executive,Very High,Married,6834,19255,1,Yes,12,Excellent,High,80,<100ESOPShares,7,2,Better,7,7,0,7
Yes,29,Travel_Frequently,746,Sales,24,Bachelor,Technical Degree,1,2836,High,Male,45,Very High,JuniorLevel,Sales Representative,Low,Single,1091,10642,1,No,17,Excellent,Very High,80,NoStockOption,1,3,Better,1,0,0,0
No,39,Non-Travel,1251,Sales,21,Master,Life Sciences,1,2837,Low,Female,32,Low,MidLevel,Sales Executive,High,Married,5736,3987,6,No,19,Excellent,High,80,<100ESOPShares,10,1,Better,3,2,1,2
No,27,Travel_Rarely,1354,R & D,2,Master,Technical Degree,1,2838,Medium,Male,41,High,JuniorLevel,Research Scientist,Medium,Married,2226,6073,1,No,11,Excellent,High,80,<100ESOPShares,6,3,Good,5,3,1,2
No,34,Travel_Frequently,735,R & D,22,Master,Other,1,2839,High,Male,86,Medium,MidLevel,Research Scientist,Very High,Married,5747,26496,1,Yes,15,Excellent,Medium,80,NoStockOption,16,3,Better,15,10,6,11
Yes,28,Travel_Rarely,1475,Sales,13,College,Marketing,1,2840,Very High,Female,84,High,MidLevel,Sales Executive,High,Single,9854,23352,3,Yes,11,Excellent,Very High,80,NoStockOption,6,0,Better,2,0,2,2
No,47,Non-Travel,1169,R & D,14,Master,Technical Degree,1,2841,High,Male,64,High,MidLevel,Research Scientist,Medium,Married,5467,2125,8,No,18,Excellent,High,80,<100ESOPShares,16,4,Best,8,7,1,7
No,56,Travel_Rarely,1443,Sales,11,Doctor,Marketing,1,2842,Very High,Female,89,Medium,MidLevel,Sales Executive,Low,Married,5380,20328,4,No,16,Excellent,High,80,<100ESOPShares,6,3,Better,0,0,0,0
No,39,Travel_Rarely,867,R & D,9,College,Medical,1,2843,Low,Male,87,High,MidLevel,Manufacturing Director,Low,Married,5151,12315,1,No,25,Outstanding,Very High,80,<100ESOPShares,10,3,Better,10,0,7,9
No,38,Travel_Frequently,1394,R & D,8,Bachelor,Medical,1,2844,Very High,Female,58,Medium,MidLevel,Research Scientist,Medium,Divorced,2133,18115,1,Yes,16,Excellent,High,80,<100ESOPShares,20,3,Better,20,11,0,7
No,58,Travel_Rarely,605,Sales,21,Bachelor,Life Sciences,1,2845,Very High,Female,72,High,SeniorLevelL2,Manager,Very High,Married,17875,11761,4,Yes,13,Excellent,High,80,<100ESOPShares,29,2,Good,1,0,0,0
Yes,32,Travel_Frequently,238,R & D,5,College,Life Sciences,1,2846,Low,Female,47,Very High,JuniorLevel,Research Scientist,High,Single,2432,15318,3,Yes,14,Excellent,Low,80,NoStockOption,8,2,Better,4,1,0,3
